dataset,engine_id,predicted_RUL,rank,feature,shap_value,absolute_impact,effect
FD002,195,60.2374,9,sensor_13_diff,-2.4335,2.4335,decreased predicted RUL
FD002,195,60.2374,10,sensor_15_diff,-1.9816,1.9816,decreased predicted RUL
FD002,196,116.158,1,sensor_15,-21.8629,21.8629,decreased predicted RUL
FD002,196,116.158,2,cycle,-19.9894,19.9894,decreased predicted RUL
FD002,196,116.158,3,sensor_4,9.0246,9.0246,increased predicted RUL
FD002,196,116.158,4,sensor_11,8.8074,8.8074,increased predicted RUL
FD002,196,116.158,5,sensor_3,4.8633,4.8633,increased predicted RUL
FD002,196,116.158,6,sensor_13_rolling_std,3.8173,3.8173,increased predicted RUL
FD002,196,116.158,7,sensor_15_diff,3.6977,3.6977,increased predicted RUL
FD002,196,116.158,8,sensor_8,3.5654,3.5654,increased predicted RUL
FD002,196,116.158,9,sensor_6,-3.4264,3.4264,decreased predicted RUL
FD002,196,116.158,10,sensor_9,3.2058,3.2058,increased predicted RUL
FD002,197,160.5602,1,sensor_15,-21.6758,21.6758,decreased predicted RUL
FD002,197,160.5602,2,cycle,21.2087,21.2087,increased predicted RUL
FD002,197,160.5602,3,sensor_11,20.6046,20.6046,increased predicted RUL
FD002,197,160.5602,4,sensor_13,12.2917,12.2917,increased predicted RUL
FD002,197,160.5602,5,sensor_4,8.559,8.559,increased predicted RUL
FD002,197,160.5602,6,sensor_11_diff,-7.8469,7.8469,decreased predicted RUL
FD002,197,160.5602,7,sensor_15_diff,6.986,6.986,increased predicted RUL
FD002,197,160.5602,8,sensor_6,-6.8344,6.8344,decreased predicted RUL
FD002,197,160.5602,9,sensor_3,6.8022,6.8022,increased predicted RUL
FD002,197,160.5602,10,sensor_8,3.9616,3.9616,increased predicted RUL
FD002,198,67.4363,1,sensor_15,-53.4963,53.4963,decreased predicted RUL
FD002,198,67.4363,2,cycle,-26.72,26.72,decreased predicted RUL
FD002,198,67.4363,3,sensor_11,13.1164,13.1164,increased predicted RUL
FD002,198,67.4363,4,sensor_4,10.8326,10.8326,increased predicted RUL
FD002,198,67.4363,5,sensor_13,10.0362,10.0362,increased predicted RUL
FD002,198,67.4363,6,sensor_15_rolling_mean,-9.1645,9.1645,decreased predicted RUL
FD002,198,67.4363,7,sensor_6,-6.0338,6.0338,decreased predicted RUL
FD002,198,67.4363,8,sensor_9,4.3165,4.3165,increased predicted RUL
FD002,198,67.4363,9,sensor_3,4.2752,4.2752,increased predicted RUL
FD002,198,67.4363,10,sensor_4_rolling_std,-4.1895,4.1895,decreased predicted RUL
FD002,199,157.8153,1,sensor_15,25.2663,25.2663,increased predicted RUL
FD002,199,157.8153,2,cycle,-24.2393,24.2393,decreased predicted RUL
FD002,199,157.8153,3,sensor_7,9.5942,9.5942,increased predicted RUL
FD002,199,157.8153,4,sensor_13,8.1833,8.1833,increased predicted RUL
FD002,199,157.8153,5,sensor_21,7.2181,7.2181,increased predicted RUL
FD002,199,157.8153,6,sensor_15_diff,-6.301,6.301,decreased predicted RUL
FD002,199,157.8153,7,sensor_11,-6.2994,6.2994,decreased predicted RUL
FD002,199,157.8153,8,sensor_12,6.0752,6.0752,increased predicted RUL
FD002,199,157.8153,9,sensor_20,5.7451,5.7451,increased predicted RUL
FD002,199,157.8153,10,sensor_15_rolling_mean,3.9666,3.9666,increased predicted RUL
FD002,200,126.6267,1,cycle,26.9488,26.9488,increased predicted RUL
FD002,200,126.6267,2,sensor_11,-7.1502,7.1502,decreased predicted RUL
FD002,200,126.6267,3,sensor_4,-4.4006,4.4006,decreased predicted RUL
FD002,200,126.6267,4,sensor_15,4.0616,4.0616,increased predicted RUL
FD002,200,126.6267,5,sensor_13_rolling_mean,-3.2599,3.2599,decreased predicted RUL
FD002,200,126.6267,6,sensor_12,-3.1716,3.1716,decreased predicted RUL
FD002,200,126.6267,7,sensor_6,-2.9268,2.9268,decreased predicted RUL
FD002,200,126.6267,8,sensor_15_diff,2.6803,2.6803,increased predicted RUL
FD002,200,126.6267,9,sensor_21,-2.4163,2.4163,decreased predicted RUL
FD002,200,126.6267,10,sensor_11_diff,-2.4139,2.4139,decreased predicted RUL
FD002,201,170.5822,1,cycle,56.904,56.904,increased predicted RUL
FD002,201,170.5822,2,sensor_15,7.2996,7.2996,increased predicted RUL
FD002,201,170.5822,3,sensor_6,-4.3667,4.3667,decreased predicted RUL
FD002,201,170.5822,4,sensor_2,-4.0227,4.0227,decreased predicted RUL
FD002,201,170.5822,5,sensor_12,-3.3686,3.3686,decreased predicted RUL
FD002,201,170.5822,6,sensor_11_rolling_mean,-2.7337,2.7337,decreased predicted RUL
FD002,201,170.5822,7,sensor_15_diff,-2.7335,2.7335,decreased predicted RUL
FD002,201,170.5822,8,sensor_11,-2.608,2.608,decreased predicted RUL
FD002,201,170.5822,9,sensor_17_diff,2.3819,2.3819,increased predicted RUL
FD002,201,170.5822,10,sensor_7,-2.2751,2.2751,decreased predicted RUL
FD002,202,105.8586,1,cycle,-25.0382,25.0382,decreased predicted RUL
FD002,202,105.8586,2,sensor_15_rolling_mean,-6.6353,6.6353,decreased predicted RUL
FD002,202,105.8586,3,sensor_13_rolling_mean,5.7785,5.7785,increased predicted RUL
FD002,202,105.8586,4,sensor_15,4.9205,4.9205,increased predicted RUL
FD002,202,105.8586,5,sensor_13,3.703,3.703,increased predicted RUL
FD002,202,105.8586,6,sensor_2,-3.0756,3.0756,decreased predicted RUL
FD002,202,105.8586,7,sensor_6_rolling_mean,-3.0015,3.0015,decreased predicted RUL
FD002,202,105.8586,8,sensor_4_diff,2.5909,2.5909,increased predicted RUL
FD002,202,105.8586,9,sensor_7,-2.4022,2.4022,decreased predicted RUL
FD002,202,105.8586,10,sensor_11_diff,2.0488,2.0488,increased predicted RUL
FD002,203,139.5148,1,sensor_15,-30.7917,30.7917,decreased predicted RUL
FD002,203,139.5148,2,sensor_11,23.2208,23.2208,increased predicted RUL
FD002,203,139.5148,3,cycle,-18.6428,18.6428,decreased predicted RUL
FD002,203,139.5148,4,sensor_13,16.1908,16.1908,increased predicted RUL
FD002,203,139.5148,5,sensor_4,14.4705,14.4705,increased predicted RUL
FD002,203,139.5148,6,sensor_15_rolling_mean,-8.4299,8.4299,decreased predicted RUL
FD002,203,139.5148,7,sensor_3,6.4297,6.4297,increased predicted RUL
FD002,203,139.5148,8,sensor_9,6.0234,6.0234,increased predicted RUL
FD002,203,139.5148,9,sensor_11_diff,-4.8052,4.8052,decreased predicted RUL
FD002,203,139.5148,10,sensor_8,4.79,4.79,increased predicted RUL
FD002,204,159.6945,1,cycle,40.5279,40.5279,increased predicted RUL
FD002,204,159.6945,2,sensor_15_rolling_mean,-20.5647,20.5647,decreased predicted RUL
FD002,204,159.6945,3,sensor_12,-5.9667,5.9667,decreased predicted RUL
FD002,204,159.6945,4,sensor_11,5.9604,5.9604,increased predicted RUL
FD002,204,159.6945,5,sensor_15_diff,-5.8889,5.8889,decreased predicted RUL
FD002,204,159.6945,6,sensor_4_rolling_mean,4.9316,4.9316,increased predicted RUL
FD002,204,159.6945,7,sensor_11_rolling_mean,4.3026,4.3026,increased predicted RUL
FD002,204,159.6945,8,sensor_7,-3.783,3.783,decreased predicted RUL
FD002,204,159.6945,9,sensor_3_rolling_mean,3.767,3.767,increased predicted RUL
FD002,204,159.6945,10,sensor_10,-3.7617,3.7617,decreased predicted RUL
FD002,205,172.8913,1,cycle,50.813,50.813,increased predicted RUL
FD002,205,172.8913,2,sensor_13,10.5039,10.5039,increased predicted RUL
FD002,205,172.8913,3,sensor_15,9.7871,9.7871,increased predicted RUL
FD002,205,172.8913,4,sensor_6,-4.0869,4.0869,decreased predicted RUL
FD002,205,172.8913,5,sensor_2,-3.2177,3.2177,decreased predicted RUL
FD002,205,172.8913,6,sensor_4,-3.18,3.18,decreased predicted RUL
FD002,205,172.8913,7,sensor_11_rolling_mean,-3.0678,3.0678,decreased predicted RUL
FD002,205,172.8913,8,sensor_15_diff,-2.9612,2.9612,decreased predicted RUL
FD002,205,172.8913,9,sensor_12,-2.71,2.71,decreased predicted RUL
FD002,205,172.8913,10,sensor_7,-2.3953,2.3953,decreased predicted RUL
FD002,206,40.0342,1,sensor_15,-66.023,66.023,decreased predicted RUL
FD002,206,40.0342,2,cycle,-34.0248,34.0248,decreased predicted RUL
FD002,206,40.0342,3,sensor_11,9.5396,9.5396,increased predicted RUL
FD002,206,40.0342,4,sensor_15_rolling_mean,-9.2507,9.2507,decreased predicted RUL
FD002,206,40.0342,5,sensor_4,7.7901,7.7901,increased predicted RUL
FD002,206,40.0342,6,sensor_13,6.9266,6.9266,increased predicted RUL
FD002,206,40.0342,7,sensor_6,-6.1726,6.1726,decreased predicted RUL
FD002,206,40.0342,8,sensor_15_diff,5.7675,5.7675,increased predicted RUL
FD002,206,40.0342,9,sensor_11_diff,-5.4141,5.4141,decreased predicted RUL
FD002,206,40.0342,10,sensor_6_rolling_mean,-3.8717,3.8717,decreased predicted RUL
FD002,207,66.4479,1,cycle,-35.4896,35.4896,decreased predicted RUL
FD002,207,66.4479,2,sensor_13,-24.0612,24.0612,decreased predicted RUL
FD002,207,66.4479,3,sensor_13_rolling_mean,-6.5471,6.5471,decreased predicted RUL
FD002,207,66.4479,4,sensor_11_rolling_mean,-4.0511,4.0511,decreased predicted RUL
FD002,207,66.4479,5,sensor_15_diff,3.1141,3.1141,increased predicted RUL
FD002,207,66.4479,6,sensor_15,-2.7875,2.7875,decreased predicted RUL
FD002,207,66.4479,7,sensor_15_rolling_mean,2.4196,2.4196,increased predicted RUL
FD002,207,66.4479,8,sensor_4,2.3564,2.3564,increased predicted RUL
FD002,207,66.4479,9,sensor_11_diff,-2.3345,2.3345,decreased predicted RUL
FD002,207,66.4479,10,sensor_8,-2.162,2.162,decreased predicted RUL
FD002,208,21.6044,1,cycle,-43.9341,43.9341,decreased predicted RUL
FD002,208,21.6044,2,sensor_15,-23.8375,23.8375,decreased predicted RUL
FD002,208,21.6044,3,sensor_13,-10.425,10.425,decreased predicted RUL
FD002,208,21.6044,4,sensor_21,-6.9703,6.9703,decreased predicted RUL
FD002,208,21.6044,5,sensor_6,-5.4146,5.4146,decreased predicted RUL
FD002,208,21.6044,6,sensor_13_rolling_mean,-5.31,5.31,decreased predicted RUL
FD002,208,21.6044,7,sensor_4_diff,-4.6059,4.6059,decreased predicted RUL
FD002,208,21.6044,8,sensor_15_diff,4.4304,4.4304,increased predicted RUL
FD002,208,21.6044,9,sensor_11,-3.5906,3.5906,decreased predicted RUL
FD002,208,21.6044,10,sensor_11_diff,-3.574,3.574,decreased predicted RUL
FD002,209,67.5349,1,sensor_15,-59.0461,59.0461,decreased predicted RUL
FD002,209,67.5349,2,cycle,-29.847,29.847,decreased predicted RUL
FD002,209,67.5349,3,sensor_11,13.8414,13.8414,increased predicted RUL
FD002,209,67.5349,4,sensor_15_rolling_mean,-12.2737,12.2737,decreased predicted RUL
FD002,209,67.5349,5,sensor_13,10.7571,10.7571,increased predicted RUL
FD002,209,67.5349,6,sensor_9,8.3982,8.3982,increased predicted RUL
FD002,209,67.5349,7,sensor_4,8.2785,8.2785,increased predicted RUL
FD002,209,67.5349,8,sensor_11_diff,-8.2309,8.2309,decreased predicted RUL
FD002,209,67.5349,9,sensor_6,-6.4749,6.4749,decreased predicted RUL
FD002,209,67.5349,10,sensor_17,6.371,6.371,increased predicted RUL
FD002,210,2.8179,1,cycle,-49.5254,49.5254,decreased predicted RUL
FD002,210,2.8179,2,sensor_13,-26.2911,26.2911,decreased predicted RUL
FD002,210,2.8179,3,sensor_15,-14.3743,14.3743,decreased predicted RUL
FD002,210,2.8179,4,sensor_6,-8.8897,8.8897,decreased predicted RUL
FD002,210,2.8179,5,sensor_21,-6.5991,6.5991,decreased predicted RUL
FD002,210,2.8179,6,sensor_11,-4.8599,4.8599,decreased predicted RUL
FD002,210,2.8179,7,sensor_13_rolling_mean,-4.7553,4.7553,decreased predicted RUL
FD002,210,2.8179,8,sensor_14,-4.2683,4.2683,decreased predicted RUL
FD002,210,2.8179,9,sensor_13_diff,3.9865,3.9865,increased predicted RUL
FD002,210,2.8179,10,sensor_15_diff,3.5395,3.5395,increased predicted RUL
FD002,211,-1.738,1,sensor_15,-52.7547,52.7547,decreased predicted RUL
FD002,211,-1.738,2,cycle,-38.0256,38.0256,decreased predicted RUL
FD002,211,-1.738,3,sensor_13,16.6538,16.6538,increased predicted RUL
FD002,211,-1.738,4,sensor_11,-12.1492,12.1492,decreased predicted RUL
FD002,211,-1.738,5,sensor_6,-8.0126,8.0126,decreased predicted RUL
FD002,211,-1.738,6,sensor_21,-7.0255,7.0255,decreased predicted RUL
FD002,211,-1.738,7,sensor_4,-5.8573,5.8573,decreased predicted RUL
FD002,211,-1.738,8,sensor_12,-4.8062,4.8062,decreased predicted RUL
FD002,211,-1.738,9,sensor_6_rolling_mean,-4.1589,4.1589,decreased predicted RUL
FD002,211,-1.738,10,sensor_20,-3.706,3.706,decreased predicted RUL
FD002,212,102.3198,1,cycle,-30.8843,30.8843,decreased predicted RUL
FD002,212,102.3198,2,sensor_15,13.7869,13.7869,increased predicted RUL
FD002,212,102.3198,3,sensor_11,-12.0039,12.0039,decreased predicted RUL
FD002,212,102.3198,4,sensor_4,-10.7889,10.7889,decreased predicted RUL
FD002,212,102.3198,5,sensor_20,5.6082,5.6082,increased predicted RUL
FD002,212,102.3198,6,sensor_12,4.0398,4.0398,increased predicted RUL
FD002,212,102.3198,7,sensor_7,2.7859,2.7859,increased predicted RUL
FD002,212,102.3198,8,sensor_8,-2.6439,2.6439,decreased predicted RUL
FD002,212,102.3198,9,sensor_13_diff,2.4335,2.4335,increased predicted RUL
FD002,212,102.3198,10,sensor_17,-2.3757,2.3757,decreased predicted RUL
FD002,213,79.9258,1,cycle,-32.7666,32.7666,decreased predicted RUL
FD002,213,79.9258,2,sensor_15,15.8375,15.8375,increased predicted RUL
FD002,213,79.9258,3,sensor_11,-12.4463,12.4463,decreased predicted RUL
FD002,213,79.9258,4,sensor_15_diff,-6.1288,6.1288,decreased predicted RUL
FD002,213,79.9258,5,sensor_13,-5.9144,5.9144,decreased predicted RUL
FD002,213,79.9258,6,sensor_12,5.619,5.619,increased predicted RUL
FD002,213,79.9258,7,sensor_4,-5.2126,5.2126,decreased predicted RUL
FD002,213,79.9258,8,sensor_2,-4.3483,4.3483,decreased predicted RUL
FD002,213,79.9258,9,sensor_4_rolling_std,-3.3253,3.3253,decreased predicted RUL
FD002,213,79.9258,10,sensor_8,-2.9994,2.9994,decreased predicted RUL
FD002,214,124.4456,1,sensor_15,-8.069,8.069,decreased predicted RUL
FD002,214,124.4456,2,cycle,7.2347,7.2347,increased predicted RUL
FD002,214,124.4456,3,sensor_13,4.9115,4.9115,increased predicted RUL
FD002,214,124.4456,4,sensor_12,-3.59,3.59,decreased predicted RUL
FD002,214,124.4456,5,sensor_13_rolling_std,2.9948,2.9948,increased predicted RUL
FD002,214,124.4456,6,sensor_7,-2.6308,2.6308,decreased predicted RUL
FD002,214,124.4456,7,sensor_13_rolling_mean,-2.6264,2.6264,decreased predicted RUL
FD002,214,124.4456,8,sensor_8,2.4494,2.4494,increased predicted RUL
FD002,214,124.4456,9,sensor_6,-2.1617,2.1617,decreased predicted RUL
FD002,214,124.4456,10,sensor_6_rolling_mean,-2.1349,2.1349,decreased predicted RUL
FD002,215,111.96,1,sensor_15,-28.5595,28.5595,decreased predicted RUL
FD002,215,111.96,2,cycle,19.8228,19.8228,increased predicted RUL
FD002,215,111.96,3,sensor_13,13.1059,13.1059,increased predicted RUL
FD002,215,111.96,4,sensor_7,-5.0453,5.0453,decreased predicted RUL
FD002,215,111.96,5,sensor_15_diff,4.4807,4.4807,increased predicted RUL
FD002,215,111.96,6,sensor_21,-4.2588,4.2588,decreased predicted RUL
FD002,215,111.96,7,sensor_4_diff,-3.5375,3.5375,decreased predicted RUL
FD002,215,111.96,8,sensor_12,-3.4037,3.4037,decreased predicted RUL
FD002,215,111.96,9,sensor_11_diff,-2.9593,2.9593,decreased predicted RUL
FD002,215,111.96,10,sensor_20,-2.8236,2.8236,decreased predicted RUL
FD002,216,76.8675,1,sensor_13,-23.4891,23.4891,decreased predicted RUL
FD002,216,76.8675,2,cycle,-19.8644,19.8644,decreased predicted RUL
FD002,216,76.8675,3,sensor_15,7.6868,7.6868,increased predicted RUL
FD002,216,76.8675,4,sensor_4,-7.2658,7.2658,decreased predicted RUL
FD002,216,76.8675,5,sensor_11_rolling_mean,-4.2412,4.2412,decreased predicted RUL
FD002,216,76.8675,6,sensor_11,-4.1852,4.1852,decreased predicted RUL
FD002,216,76.8675,7,sensor_15_diff,-3.4582,3.4582,decreased predicted RUL
FD002,216,76.8675,8,sensor_13_rolling_mean,-3.2518,3.2518,decreased predicted RUL
FD002,216,76.8675,9,sensor_15_rolling_mean,2.6057,2.6057,increased predicted RUL
FD002,216,76.8675,10,sensor_13_diff,2.2687,2.2687,increased predicted RUL
FD002,217,158.0171,1,cycle,31.0333,31.0333,increased predicted RUL
FD002,217,158.0171,2,sensor_15,7.0042,7.0042,increased predicted RUL
FD002,217,158.0171,3,sensor_15_diff,4.659,4.659,increased predicted RUL
FD002,217,158.0171,4,sensor_13_rolling_mean,4.1821,4.1821,increased predicted RUL
FD002,217,158.0171,5,sensor_15_rolling_mean,-4.0086,4.0086,decreased predicted RUL
FD002,217,158.0171,6,sensor_13,3.7421,3.7421,increased predicted RUL
FD002,217,158.0171,7,sensor_11_diff,-3.5052,3.5052,decreased predicted RUL
FD002,217,158.0171,8,sensor_14_diff,2.4569,2.4569,increased predicted RUL
FD002,217,158.0171,9,sensor_6,-2.4533,2.4533,decreased predicted RUL
FD002,217,158.0171,10,sensor_7,-2.3993,2.3993,decreased predicted RUL
FD002,218,225.6212,1,cycle,50.8748,50.8748,increased predicted RUL
FD002,218,225.6212,2,sensor_11,18.8381,18.8381,increased predicted RUL
FD002,218,225.6212,3,sensor_15,13.5243,13.5243,increased predicted RUL
FD002,218,225.6212,4,sensor_4,12.2093,12.2093,increased predicted RUL
FD002,218,225.6212,5,sensor_13_rolling_std,6.8389,6.8389,increased predicted RUL
FD002,218,225.6212,6,sensor_12,-5.9654,5.9654,decreased predicted RUL
FD002,218,225.6212,7,sensor_4_diff,-4.1816,4.1816,decreased predicted RUL
FD002,218,225.6212,8,sensor_13,4.0333,4.0333,increased predicted RUL
FD002,218,225.6212,9,sensor_6,3.9981,3.9981,increased predicted RUL
FD002,218,225.6212,10,sensor_10,3.2879,3.2879,increased predicted RUL
FD002,219,100.6431,1,cycle,-30.7429,30.7429,decreased predicted RUL
FD002,219,100.6431,2,sensor_15,23.7634,23.7634,increased predicted RUL
FD002,219,100.6431,3,sensor_14,-12.8727,12.8727,decreased predicted RUL
FD002,219,100.6431,4,sensor_9,-11.7136,11.7136,decreased predicted RUL
FD002,219,100.6431,5,sensor_13,11.0144,11.0144,increased predicted RUL
FD002,219,100.6431,6,sensor_4,-7.0763,7.0763,decreased predicted RUL
FD002,219,100.6431,7,sensor_15_diff,-6.4546,6.4546,decreased predicted RUL
FD002,219,100.6431,8,sensor_12,5.6828,5.6828,increased predicted RUL
FD002,219,100.6431,9,sensor_7,4.8106,4.8106,increased predicted RUL
FD002,219,100.6431,10,sensor_13_rolling_std,-2.6922,2.6922,decreased predicted RUL
FD002,220,159.8755,1,cycle,35.6566,35.6566,increased predicted RUL
FD002,220,159.8755,2,sensor_15,-13.059,13.059,decreased predicted RUL
FD002,220,159.8755,3,sensor_11,8.1685,8.1685,increased predicted RUL
FD002,220,159.8755,4,sensor_13_rolling_mean,-4.2862,4.2862,decreased predicted RUL
FD002,220,159.8755,5,sensor_4,3.9728,3.9728,increased predicted RUL
FD002,220,159.8755,6,sensor_12,-3.9212,3.9212,decreased predicted RUL
FD002,220,159.8755,7,sensor_9,3.4585,3.4585,increased predicted RUL
FD002,220,159.8755,8,sensor_13_rolling_std,3.2012,3.2012,increased predicted RUL
FD002,220,159.8755,9,sensor_10,-3.1189,3.1189,decreased predicted RUL
FD002,220,159.8755,10,sensor_21,-2.4681,2.4681,decreased predicted RUL
FD002,221,150.7903,1,cycle,30.9262,30.9262,increased predicted RUL
FD002,221,150.7903,2,sensor_15,-19.8993,19.8993,decreased predicted RUL
FD002,221,150.7903,3,sensor_13,15.6335,15.6335,increased predicted RUL
FD002,221,150.7903,4,sensor_3,4.7829,4.7829,increased predicted RUL
FD002,221,150.7903,5,sensor_9,4.6477,4.6477,increased predicted RUL
FD002,221,150.7903,6,sensor_21,-3.5963,3.5963,decreased predicted RUL
FD002,221,150.7903,7,sensor_7,-3.5203,3.5203,decreased predicted RUL
FD002,221,150.7903,8,sensor_12,-3.4938,3.4938,decreased predicted RUL
FD002,221,150.7903,9,sensor_20_rolling_mean,-3.2963,3.2963,decreased predicted RUL
FD002,221,150.7903,10,sensor_15_rolling_mean,-2.7491,2.7491,decreased predicted RUL
FD002,222,62.1658,1,cycle,-31.5092,31.5092,decreased predicted RUL
FD002,222,62.1658,2,sensor_15_diff,-9.6763,9.6763,decreased predicted RUL
FD002,222,62.1658,3,sensor_4,-7.248,7.248,decreased predicted RUL
FD002,222,62.1658,4,sensor_15,6.9017,6.9017,increased predicted RUL
FD002,222,62.1658,5,sensor_15_rolling_mean,-6.1042,6.1042,decreased predicted RUL
FD002,222,62.1658,6,sensor_11,-5.5895,5.5895,decreased predicted RUL
FD002,222,62.1658,7,sensor_13_rolling_mean,4.4771,4.4771,increased predicted RUL
FD002,222,62.1658,8,sensor_14,-4.3459,4.3459,decreased predicted RUL
FD002,222,62.1658,9,sensor_2,-4.0725,4.0725,decreased predicted RUL
FD002,222,62.1658,10,sensor_6,-3.9133,3.9133,decreased predicted RUL
FD002,223,232.2298,1,cycle,48.3334,48.3334,increased predicted RUL
FD002,223,232.2298,2,sensor_11,22.1137,22.1137,increased predicted RUL
FD002,223,232.2298,3,sensor_13,14.6712,14.6712,increased predicted RUL
FD002,223,232.2298,4,sensor_4,14.2357,14.2357,increased predicted RUL
FD002,223,232.2298,5,sensor_15,-14.0216,14.0216,decreased predicted RUL
FD002,223,232.2298,6,sensor_3,7.7151,7.7151,increased predicted RUL
FD002,223,232.2298,7,sensor_17,6.781,6.781,increased predicted RUL
FD002,223,232.2298,8,sensor_15_diff,4.7432,4.7432,increased predicted RUL
FD002,223,232.2298,9,sensor_14_diff,3.6438,3.6438,increased predicted RUL
FD002,223,232.2298,10,sensor_11_diff,-3.3075,3.3075,decreased predicted RUL
FD002,224,190.9436,1,cycle,38.1338,38.1338,increased predicted RUL
FD002,224,190.9436,2,sensor_15,8.3903,8.3903,increased predicted RUL
FD002,224,190.9436,3,sensor_12,6.0453,6.0453,increased predicted RUL
FD002,224,190.9436,4,sensor_11,5.071,5.071,increased predicted RUL
FD002,224,190.9436,5,sensor_15_diff,4.9948,4.9948,increased predicted RUL
FD002,224,190.9436,6,sensor_14,4.3234,4.3234,increased predicted RUL
FD002,224,190.9436,7,sensor_13_rolling_mean,-4.1483,4.1483,decreased predicted RUL
FD002,224,190.9436,8,sensor_11_rolling_mean,-3.1551,3.1551,decreased predicted RUL
FD002,224,190.9436,9,sensor_21,2.6622,2.6622,increased predicted RUL
FD002,224,190.9436,10,sensor_13_rolling_std,2.5616,2.5616,increased predicted RUL
FD002,225,5.5291,1,cycle,-39.0868,39.0868,decreased predicted RUL
FD002,225,5.5291,2,sensor_13,-28.6063,28.6063,decreased predicted RUL
FD002,225,5.5291,3,sensor_11,-10.3696,10.3696,decreased predicted RUL
FD002,225,5.5291,4,sensor_4,-6.2167,6.2167,decreased predicted RUL
FD002,225,5.5291,5,sensor_15,-4.9902,4.9902,decreased predicted RUL
FD002,225,5.5291,6,sensor_7,-4.54,4.54,decreased predicted RUL
FD002,225,5.5291,7,sensor_12,-4.3488,4.3488,decreased predicted RUL
FD002,225,5.5291,8,sensor_2,-4.055,4.055,decreased predicted RUL
FD002,225,5.5291,9,sensor_6,-3.192,3.192,decreased predicted RUL
FD002,225,5.5291,10,sensor_21,-3.1543,3.1543,decreased predicted RUL
FD002,226,80.7317,1,cycle,-33.5795,33.5795,decreased predicted RUL
FD002,226,80.7317,2,sensor_15,-28.0836,28.0836,decreased predicted RUL
FD002,226,80.7317,3,sensor_13,9.8989,9.8989,increased predicted RUL
FD002,226,80.7317,4,sensor_6,-7.6725,7.6725,decreased predicted RUL
FD002,226,80.7317,5,sensor_11,7.172,7.172,increased predicted RUL
FD002,226,80.7317,6,sensor_15_diff,5.562,5.562,increased predicted RUL
FD002,226,80.7317,7,sensor_3,5.2195,5.2195,increased predicted RUL
FD002,226,80.7317,8,sensor_11_diff,-4.8624,4.8624,decreased predicted RUL
FD002,226,80.7317,9,sensor_21,-4.2345,4.2345,decreased predicted RUL
FD002,226,80.7317,10,sensor_9,3.6894,3.6894,increased predicted RUL
FD002,227,11.0326,1,sensor_15,-46.4045,46.4045,decreased predicted RUL
FD002,227,11.0326,2,cycle,-39.3284,39.3284,decreased predicted RUL
FD002,227,11.0326,3,sensor_13,11.6724,11.6724,increased predicted RUL
FD002,227,11.0326,4,sensor_11,-11.2535,11.2535,decreased predicted RUL
FD002,227,11.0326,5,sensor_6,-9.3434,9.3434,decreased predicted RUL
FD002,227,11.0326,6,sensor_21,-7.5696,7.5696,decreased predicted RUL
FD002,227,11.0326,7,sensor_4,-6.3841,6.3841,decreased predicted RUL
FD002,227,11.0326,8,sensor_15_diff,3.8656,3.8656,increased predicted RUL
FD002,227,11.0326,9,sensor_20,-3.6764,3.6764,decreased predicted RUL
FD002,227,11.0326,10,sensor_9,3.1705,3.1705,increased predicted RUL
FD002,228,145.0072,1,cycle,44.6538,44.6538,increased predicted RUL
FD002,228,145.0072,2,sensor_15,-23.2279,23.2279,decreased predicted RUL
FD002,228,145.0072,3,sensor_13,13.1929,13.1929,increased predicted RUL
FD002,228,145.0072,4,sensor_21,-4.3183,4.3183,decreased predicted RUL
FD002,228,145.0072,5,sensor_9,3.8902,3.8902,increased predicted RUL
FD002,228,145.0072,6,sensor_12,-3.5665,3.5665,decreased predicted RUL
FD002,228,145.0072,7,sensor_7,-3.0701,3.0701,decreased predicted RUL
FD002,228,145.0072,8,sensor_10,-2.8709,2.8709,decreased predicted RUL
FD002,228,145.0072,9,sensor_20_rolling_mean,-2.8671,2.8671,decreased predicted RUL
FD002,228,145.0072,10,sensor_11_rolling_std,2.5817,2.5817,increased predicted RUL
FD002,229,79.4296,1,cycle,-23.0545,23.0545,decreased predicted RUL
FD002,229,79.4296,2,sensor_15,-14.6457,14.6457,decreased predicted RUL
FD002,229,79.4296,3,sensor_11_diff,-9.2306,9.2306,decreased predicted RUL
FD002,229,79.4296,4,sensor_13,9.1788,9.1788,increased predicted RUL
FD002,229,79.4296,5,sensor_15_rolling_mean,-7.4549,7.4549,decreased predicted RUL
FD002,229,79.4296,6,sensor_4_diff,-5.5959,5.5959,decreased predicted RUL
FD002,229,79.4296,7,sensor_15_diff,4.8704,4.8704,increased predicted RUL
FD002,229,79.4296,8,sensor_13_rolling_mean,4.4947,4.4947,increased predicted RUL
FD002,229,79.4296,9,sensor_6,-4.2143,4.2143,decreased predicted RUL
FD002,229,79.4296,10,sensor_21,-3.9704,3.9704,decreased predicted RUL
FD002,230,121.5712,1,sensor_11,32.4724,32.4724,increased predicted RUL
FD002,230,121.5712,2,sensor_15,-31.853,31.853,decreased predicted RUL
FD002,230,121.5712,3,cycle,-28.0171,28.0171,decreased predicted RUL
FD002,230,121.5712,4,sensor_13,12.1599,12.1599,increased predicted RUL
FD002,230,121.5712,5,sensor_11_diff,-11.2929,11.2929,decreased predicted RUL
FD002,230,121.5712,6,sensor_4,9.7643,9.7643,increased predicted RUL
