dataset,engine_id,cycle,estimated_rul,health_score,anomaly_score,status,degradation_status
FD004,25,128,410.95,72.2,5.86,NORMAL,NORMAL
FD004,25,129,409.95,71.33,8.5,NORMAL,NORMAL
FD004,25,130,408.95,71.35,7.61,NORMAL,NORMAL
FD004,25,131,407.95,66.48,26.28,NORMAL,NORMAL
FD004,25,132,406.95,62.29,42.19,NORMAL,NORMAL
FD004,25,133,405.95,50.99,86.59,WARNING,WARNING
FD004,25,134,404.95,71.12,5.22,NORMAL,NORMAL
FD004,25,135,403.95,51.12,84.41,NORMAL,WARNING
FD004,25,136,402.95,59.37,50.57,NORMAL,WARNING
FD004,25,137,401.95,54.34,69.88,NORMAL,WARNING
FD004,25,138,400.95,60.75,43.43,NORMAL,NORMAL
FD004,25,139,399.95,54.96,65.74,NORMAL,WARNING
FD004,25,140,398.95,54.86,65.33,NORMAL,WARNING
FD004,25,141,397.95,65.15,23.35,NORMAL,NORMAL
FD004,25,142,396.95,64.31,25.88,NORMAL,NORMAL
FD004,25,143,395.95,64.09,25.94,NORMAL,NORMAL
FD004,25,144,394.95,46.63,94.95,WARNING,WARNING
FD004,25,145,393.95,56.41,55.01,NORMAL,WARNING
FD004,25,146,392.95,56.37,54.34,NORMAL,WARNING
FD004,25,147,391.95,63.25,26.01,NORMAL,NORMAL
FD004,25,148,390.95,55.53,56.09,NORMAL,WARNING
FD004,25,149,389.95,62.5,27.37,NORMAL,NORMAL
FD004,25,150,388.95,48.97,80.67,NORMAL,WARNING
FD004,25,151,387.95,68.93,0.0,NORMAL,NORMAL
FD004,25,152,386.95,68.72,0.0,NORMAL,NORMAL
FD004,25,153,385.95,68.52,0.0,NORMAL,NORMAL
FD004,25,154,384.95,68.31,0.0,NORMAL,NORMAL
FD004,25,155,383.95,68.11,0.0,NORMAL,NORMAL
FD004,25,156,382.95,67.9,0.0,NORMAL,NORMAL
FD004,25,157,381.95,67.7,0.0,NORMAL,NORMAL
FD004,25,158,380.95,67.49,0.0,NORMAL,NORMAL
FD004,25,159,379.95,67.28,0.0,NORMAL,NORMAL
FD004,25,160,378.95,67.08,0.0,NORMAL,NORMAL
FD004,25,161,377.95,66.87,0.0,NORMAL,NORMAL
FD004,25,162,376.95,66.67,0.0,NORMAL,NORMAL
FD004,25,163,375.95,66.46,0.0,NORMAL,NORMAL
FD004,25,164,374.95,66.26,0.0,NORMAL,NORMAL
FD004,25,165,373.95,66.05,0.0,NORMAL,NORMAL
FD004,25,166,372.95,65.84,0.0,NORMAL,NORMAL
FD004,25,167,371.95,65.64,0.0,NORMAL,NORMAL
FD004,25,168,370.95,65.43,0.0,NORMAL,NORMAL
FD004,25,169,369.95,65.23,0.0,NORMAL,NORMAL
FD004,25,170,368.95,65.02,0.0,NORMAL,NORMAL
FD004,25,171,367.95,64.81,0.0,NORMAL,NORMAL
FD004,25,172,366.95,64.61,0.0,NORMAL,NORMAL
FD004,25,173,365.95,64.4,0.0,NORMAL,NORMAL
FD004,25,174,364.95,64.2,0.0,NORMAL,NORMAL
FD004,25,175,363.95,63.99,0.0,NORMAL,NORMAL
FD004,25,176,362.95,63.79,0.0,NORMAL,NORMAL
FD004,25,177,361.95,63.58,0.0,NORMAL,NORMAL
FD004,25,178,360.95,63.37,0.0,NORMAL,NORMAL
FD004,25,179,359.95,63.17,0.0,NORMAL,NORMAL
FD004,25,180,358.95,62.96,0.0,NORMAL,NORMAL
FD004,25,181,357.95,62.76,0.0,NORMAL,NORMAL
FD004,25,182,356.95,62.55,0.0,NORMAL,NORMAL
FD004,25,183,355.95,62.35,0.0,NORMAL,NORMAL
FD004,25,184,354.95,62.14,0.0,NORMAL,NORMAL
FD004,25,185,353.95,61.93,0.0,NORMAL,NORMAL
FD004,25,186,352.95,61.73,0.0,NORMAL,NORMAL
FD004,25,187,351.95,61.52,0.0,NORMAL,NORMAL
FD004,25,188,350.95,61.32,0.0,NORMAL,NORMAL
FD004,25,189,349.95,61.11,0.0,NORMAL,NORMAL
FD004,25,190,348.95,60.91,0.0,NORMAL,NORMAL
FD004,25,191,347.95,60.7,0.0,NORMAL,NORMAL
FD004,25,192,346.95,60.49,0.0,NORMAL,NORMAL
FD004,25,193,345.95,60.29,0.0,NORMAL,NORMAL
FD004,25,194,344.95,60.08,0.0,NORMAL,NORMAL
FD004,25,195,343.95,59.88,0.0,NORMAL,WARNING
FD004,25,196,342.95,59.67,0.0,NORMAL,WARNING
FD004,25,197,341.95,59.47,0.0,NORMAL,WARNING
FD004,25,198,340.95,59.26,0.0,NORMAL,WARNING
FD004,25,199,339.95,59.05,0.0,NORMAL,WARNING
FD004,25,200,338.95,58.85,0.0,NORMAL,WARNING
FD004,25,201,337.95,58.64,0.0,NORMAL,WARNING
FD004,25,202,336.95,58.44,0.0,NORMAL,WARNING
FD004,25,203,335.95,58.23,0.0,NORMAL,WARNING
FD004,25,204,334.95,58.02,0.0,NORMAL,WARNING
FD004,25,205,333.95,57.82,0.0,NORMAL,WARNING
FD004,25,206,332.95,57.61,0.0,NORMAL,WARNING
FD004,25,207,331.95,57.41,0.0,NORMAL,WARNING
FD004,25,208,330.95,57.2,0.0,NORMAL,WARNING
FD004,25,209,329.95,57.0,0.0,NORMAL,WARNING
FD004,25,210,328.95,56.79,0.0,NORMAL,WARNING
FD004,25,211,327.95,56.58,0.0,NORMAL,WARNING
FD004,25,212,326.95,56.38,0.0,NORMAL,WARNING
FD004,25,213,325.95,56.17,0.0,NORMAL,WARNING
FD004,25,214,324.95,55.97,0.0,NORMAL,WARNING
FD004,25,215,323.95,55.76,0.0,NORMAL,WARNING
FD004,25,216,322.95,55.56,0.0,NORMAL,WARNING
FD004,25,217,321.95,55.35,0.0,NORMAL,WARNING
FD004,25,218,320.95,55.14,0.0,NORMAL,WARNING
FD004,25,219,319.95,54.94,0.0,NORMAL,WARNING
FD004,25,220,318.95,54.73,0.0,NORMAL,WARNING
FD004,25,221,317.95,54.53,0.0,NORMAL,WARNING
FD004,25,222,316.95,54.32,0.0,NORMAL,WARNING
FD004,25,223,315.95,54.12,0.0,NORMAL,WARNING
FD004,25,224,314.95,53.91,0.0,NORMAL,WARNING
FD004,25,225,313.95,53.7,0.0,NORMAL,WARNING
FD004,25,226,312.95,53.5,0.0,NORMAL,WARNING
FD004,25,227,311.95,53.29,0.0,NORMAL,WARNING
FD004,25,228,310.95,53.09,0.0,NORMAL,WARNING
FD004,25,229,309.95,52.88,0.0,NORMAL,WARNING
FD004,25,230,308.95,52.67,0.0,NORMAL,WARNING
FD004,25,231,307.95,52.47,0.0,NORMAL,WARNING
FD004,25,232,306.95,52.26,0.0,NORMAL,WARNING
FD004,25,233,305.95,52.06,0.0,NORMAL,WARNING
FD004,25,234,304.95,51.85,0.0,NORMAL,WARNING
FD004,25,235,303.95,51.65,0.0,NORMAL,WARNING
FD004,25,236,302.95,51.44,0.0,NORMAL,WARNING
FD004,25,237,301.95,51.23,0.0,NORMAL,WARNING
FD004,25,238,300.95,51.03,0.0,NORMAL,WARNING
FD004,25,239,299.95,50.82,0.0,NORMAL,WARNING
FD004,25,240,298.95,50.62,0.0,NORMAL,WARNING
FD004,25,241,297.95,50.41,0.0,NORMAL,WARNING
FD004,25,242,296.95,50.21,0.0,NORMAL,WARNING
FD004,25,243,295.95,50.0,0.0,NORMAL,WARNING
FD004,25,244,294.95,49.79,0.0,NORMAL,WARNING
FD004,25,245,293.95,49.59,0.0,NORMAL,WARNING
FD004,25,246,292.95,49.38,0.0,NORMAL,WARNING
FD004,25,247,291.95,49.18,0.0,NORMAL,WARNING
FD004,25,248,290.95,48.97,0.0,NORMAL,WARNING
FD004,25,249,289.95,48.77,0.0,NORMAL,WARNING
FD004,25,250,288.95,48.56,0.0,NORMAL,WARNING
FD004,25,251,287.95,48.35,0.0,NORMAL,WARNING
FD004,25,252,286.95,48.15,0.0,NORMAL,WARNING
FD004,25,253,285.95,47.94,0.0,NORMAL,WARNING
FD004,25,254,284.95,47.74,0.0,NORMAL,WARNING
FD004,25,255,283.95,47.53,0.0,NORMAL,WARNING
FD004,25,256,282.95,47.33,0.0,NORMAL,WARNING
FD004,25,257,281.95,47.12,0.0,NORMAL,WARNING
FD004,25,258,280.95,46.91,0.0,NORMAL,WARNING
FD004,25,259,279.95,46.71,0.0,NORMAL,WARNING
FD004,25,260,278.95,46.5,0.0,NORMAL,WARNING
FD004,25,261,277.95,46.3,0.0,NORMAL,WARNING
FD004,25,262,276.95,46.09,0.0,NORMAL,WARNING
FD004,25,263,275.95,45.88,0.0,NORMAL,WARNING
FD004,25,264,274.95,45.68,0.0,NORMAL,WARNING
FD004,25,265,273.95,45.47,0.0,NORMAL,WARNING
FD004,25,266,272.95,45.27,0.0,NORMAL,WARNING
FD004,25,267,271.95,45.06,0.0,NORMAL,WARNING
FD004,25,268,270.95,44.86,0.0,NORMAL,WARNING
FD004,25,269,269.95,44.65,0.0,NORMAL,WARNING
FD004,25,270,268.95,44.44,0.0,NORMAL,WARNING
FD004,25,271,267.95,44.24,0.0,NORMAL,WARNING
FD004,25,272,266.95,44.03,0.0,NORMAL,WARNING
FD004,25,273,265.95,43.83,0.0,NORMAL,WARNING
FD004,25,274,264.95,43.62,0.0,NORMAL,WARNING
FD004,25,275,263.95,43.42,0.0,NORMAL,WARNING
FD004,25,276,262.95,43.21,0.0,NORMAL,WARNING
FD004,25,277,261.95,43.0,0.0,NORMAL,WARNING
FD004,25,278,260.95,42.8,0.0,NORMAL,WARNING
FD004,25,279,259.95,42.59,0.0,NORMAL,WARNING
FD004,25,280,258.95,42.39,0.0,NORMAL,WARNING
FD004,25,281,257.95,42.18,0.0,NORMAL,WARNING
FD004,25,282,256.95,41.98,0.0,NORMAL,WARNING
FD004,25,283,255.95,41.77,0.0,NORMAL,WARNING
FD004,25,284,254.95,41.56,0.0,NORMAL,WARNING
FD004,25,285,253.95,41.36,0.0,NORMAL,WARNING
FD004,25,286,252.95,41.15,0.0,NORMAL,WARNING
FD004,25,287,251.95,40.95,0.0,NORMAL,WARNING
FD004,25,288,250.95,40.74,0.0,NORMAL,WARNING
FD004,25,289,249.95,40.53,0.0,NORMAL,WARNING
FD004,25,290,248.95,40.33,0.0,NORMAL,WARNING
FD004,25,291,247.95,40.12,0.0,NORMAL,WARNING
FD004,25,292,246.95,39.92,0.0,NORMAL,WARNING
FD004,25,293,245.95,39.71,0.0,NORMAL,WARNING
FD004,25,294,244.95,39.51,0.0,NORMAL,WARNING
FD004,25,295,243.95,39.3,0.0,NORMAL,WARNING
FD004,25,296,242.95,39.09,0.0,NORMAL,WARNING
FD004,25,297,241.95,38.89,0.0,NORMAL,WARNING
FD004,25,298,240.95,38.68,0.0,NORMAL,WARNING
FD004,25,299,239.95,38.48,0.0,NORMAL,WARNING
FD004,25,300,238.95,38.27,0.0,NORMAL,WARNING
FD004,25,301,237.95,38.07,0.0,NORMAL,WARNING
FD004,25,302,236.95,37.86,0.0,NORMAL,WARNING
FD004,25,303,235.95,37.65,0.0,NORMAL,WARNING
FD004,25,304,234.95,37.45,0.0,NORMAL,WARNING
FD004,25,305,233.95,37.24,0.0,NORMAL,WARNING
FD004,25,306,232.95,37.04,0.0,NORMAL,WARNING
FD004,25,307,231.95,36.83,0.0,NORMAL,WARNING
FD004,25,308,230.95,36.63,0.0,NORMAL,WARNING
FD004,25,309,229.95,36.42,0.0,NORMAL,WARNING
FD004,25,310,228.95,36.21,0.0,NORMAL,WARNING
FD004,25,311,227.95,36.01,0.0,NORMAL,WARNING
FD004,25,312,226.95,35.8,0.0,NORMAL,WARNING
FD004,25,313,225.95,35.6,0.0,NORMAL,WARNING
FD004,25,314,224.95,35.39,0.0,NORMAL,WARNING
FD004,25,315,223.95,35.19,0.0,NORMAL,WARNING
FD004,25,316,222.95,34.98,0.0,NORMAL,WARNING
FD004,25,317,221.95,34.77,0.0,NORMAL,WARNING
FD004,25,318,220.95,34.57,0.0,NORMAL,WARNING
FD004,25,319,219.95,34.36,0.0,NORMAL,WARNING
FD004,25,320,218.95,34.16,0.0,NORMAL,WARNING
FD004,25,321,217.95,33.95,0.0,NORMAL,WARNING
FD004,25,322,216.95,33.74,0.0,NORMAL,WARNING
FD004,25,323,215.95,33.54,0.0,NORMAL,WARNING
FD004,25,324,214.95,33.33,0.0,NORMAL,WARNING
FD004,25,325,213.95,33.13,0.0,NORMAL,WARNING
FD004,25,326,212.95,32.92,0.0,NORMAL,WARNING
FD004,25,327,211.95,32.72,0.0,NORMAL,WARNING
FD004,25,328,210.95,32.51,0.0,NORMAL,WARNING
FD004,25,329,209.95,32.3,0.0,NORMAL,WARNING
FD004,25,330,208.95,32.1,0.0,NORMAL,WARNING
FD004,25,331,207.95,31.89,0.0,NORMAL,WARNING
FD004,25,332,206.95,31.69,0.0,NORMAL,WARNING
FD004,25,333,205.95,31.48,0.0,NORMAL,WARNING
FD004,25,334,204.95,31.28,0.0,NORMAL,WARNING
FD004,25,335,203.95,31.07,0.0,NORMAL,WARNING
FD004,25,336,202.95,30.86,0.0,NORMAL,WARNING
FD004,25,337,201.95,30.66,0.0,NORMAL,WARNING
FD004,25,338,200.95,30.45,0.0,NORMAL,WARNING
FD004,25,339,199.95,30.25,0.0,NORMAL,WARNING
FD004,25,340,198.95,30.04,0.0,NORMAL,WARNING
FD004,25,341,197.95,29.84,0.0,NORMAL,CRITICAL
FD004,25,342,196.95,29.63,0.0,NORMAL,CRITICAL
FD004,25,343,195.95,29.42,0.0,NORMAL,CRITICAL
FD004,25,344,194.95,29.22,0.0,NORMAL,CRITICAL
FD004,25,345,193.95,29.01,0.0,NORMAL,CRITICAL
FD004,25,346,192.95,28.81,0.0,NORMAL,CRITICAL
FD004,25,347,191.95,28.6,0.0,NORMAL,CRITICAL
FD004,25,348,190.95,28.4,0.0,NORMAL,CRITICAL
FD004,25,349,189.95,28.19,0.0,NORMAL,CRITICAL
FD004,25,350,188.95,27.98,0.0,NORMAL,CRITICAL
FD004,25,351,187.95,27.78,0.0,NORMAL,CRITICAL
FD004,25,352,186.95,27.57,0.0,NORMAL,CRITICAL
FD004,25,353,185.95,27.37,0.0,NORMAL,CRITICAL
FD004,25,354,184.95,27.16,0.0,NORMAL,CRITICAL
FD004,25,355,183.95,26.95,0.0,NORMAL,CRITICAL
FD004,25,356,182.95,26.75,0.0,NORMAL,CRITICAL
FD004,25,357,181.95,26.54,0.0,NORMAL,CRITICAL
FD004,25,358,180.95,26.34,0.0,NORMAL,CRITICAL
FD004,25,359,179.95,26.13,0.0,NORMAL,CRITICAL
FD004,25,360,178.95,25.93,0.0,NORMAL,CRITICAL
FD004,25,361,177.95,25.72,0.0,NORMAL,CRITICAL
FD004,25,362,176.95,25.51,0.0,NORMAL,CRITICAL
FD004,25,363,175.95,25.31,0.0,NORMAL,CRITICAL
FD004,25,364,174.95,25.1,0.0,NORMAL,CRITICAL
FD004,25,365,173.95,24.9,0.0,NORMAL,CRITICAL
FD004,25,366,172.95,24.69,0.0,NORMAL,CRITICAL
FD004,25,367,171.95,24.49,0.0,NORMAL,CRITICAL
FD004,25,368,170.95,24.28,0.0,NORMAL,CRITICAL
FD004,25,369,169.95,24.07,0.0,NORMAL,CRITICAL
FD004,25,370,168.95,23.87,0.0,NORMAL,CRITICAL
FD004,25,371,167.95,23.66,0.0,NORMAL,CRITICAL
FD004,25,372,166.95,23.46,0.0,NORMAL,CRITICAL
FD004,25,373,165.95,23.25,0.0,NORMAL,CRITICAL
FD004,25,374,164.95,23.05,0.0,NORMAL,CRITICAL
FD004,25,375,163.95,22.84,0.0,NORMAL,CRITICAL
FD004,25,376,162.95,22.63,0.0,NORMAL,CRITICAL
FD004,25,377,161.95,22.43,0.0,NORMAL,CRITICAL
FD004,25,378,160.95,22.22,0.0,NORMAL,CRITICAL
FD004,25,379,159.95,22.02,0.0,NORMAL,CRITICAL
FD004,25,380,158.95,21.81,0.0,NORMAL,CRITICAL
FD004,25,381,157.95,21.6,0.0,NORMAL,CRITICAL
FD004,25,382,156.95,21.4,0.0,NORMAL,CRITICAL
FD004,25,383,155.95,21.19,0.0,NORMAL,CRITICAL
FD004,25,384,154.95,20.99,0.0,NORMAL,CRITICAL
FD004,25,385,153.95,20.78,0.0,NORMAL,CRITICAL
FD004,25,386,152.95,20.58,0.0,NORMAL,CRITICAL
FD004,25,387,151.95,20.37,0.0,NORMAL,CRITICAL
FD004,25,388,150.95,20.16,0.0,NORMAL,CRITICAL
FD004,25,389,149.95,19.96,0.0,NORMAL,CRITICAL
FD004,25,390,148.95,19.75,0.0,NORMAL,CRITICAL
FD004,25,391,147.95,19.55,0.0,NORMAL,CRITICAL
FD004,25,392,146.95,19.34,0.0,NORMAL,CRITICAL
FD004,25,393,145.95,19.14,0.0,NORMAL,CRITICAL
FD004,25,394,144.95,18.93,0.0,NORMAL,CRITICAL
FD004,25,395,143.95,18.72,0.0,NORMAL,CRITICAL
FD004,25,396,142.95,18.52,0.0,NORMAL,CRITICAL
FD004,25,397,141.95,18.31,0.0,NORMAL,CRITICAL
FD004,25,398,140.95,18.11,0.0,NORMAL,CRITICAL
FD004,25,399,139.95,17.9,0.0,NORMAL,CRITICAL
FD004,25,400,138.95,17.7,0.0,NORMAL,CRITICAL
FD004,25,401,137.95,17.49,0.0,NORMAL,CRITICAL
FD004,25,402,136.95,17.28,0.0,NORMAL,CRITICAL
FD004,25,403,135.95,17.08,0.0,NORMAL,CRITICAL
FD004,25,404,134.95,16.87,0.0,NORMAL,CRITICAL
FD004,25,405,133.95,16.67,0.0,NORMAL,CRITICAL
FD004,25,406,132.95,16.46,0.0,NORMAL,CRITICAL
FD004,25,407,131.95,16.26,0.0,NORMAL,CRITICAL
FD004,25,408,130.95,16.05,0.0,NORMAL,CRITICAL
FD004,25,409,129.95,15.84,0.0,NORMAL,CRITICAL
FD004,25,410,128.95,15.64,0.0,NORMAL,CRITICAL
FD004,25,411,127.95,15.43,0.0,NORMAL,CRITICAL
FD004,25,412,126.95,15.23,0.0,NORMAL,CRITICAL
FD004,25,413,125.95,15.02,0.0,NORMAL,CRITICAL
FD004,25,414,124.95,14.81,0.0,NORMAL,CRITICAL
FD004,25,415,123.95,14.61,0.0,NORMAL,CRITICAL
FD004,25,416,122.95,14.4,0.0,NORMAL,CRITICAL
FD004,25,417,121.95,14.2,0.0,NORMAL,CRITICAL
FD004,25,418,120.95,13.99,0.0,NORMAL,CRITICAL
FD004,25,419,119.95,13.79,0.0,NORMAL,CRITICAL
FD004,25,420,118.95,13.58,0.0,NORMAL,CRITICAL
FD004,25,421,117.95,13.37,0.0,NORMAL,CRITICAL
FD004,25,422,116.95,13.17,0.0,NORMAL,CRITICAL
FD004,25,423,115.95,12.96,0.0,NORMAL,CRITICAL
FD004,25,424,114.95,12.76,0.0,NORMAL,CRITICAL
FD004,25,425,113.95,12.55,0.0,NORMAL,CRITICAL
FD004,25,426,112.95,12.35,0.0,NORMAL,CRITICAL
FD004,25,427,111.95,12.14,0.0,NORMAL,CRITICAL
FD004,25,428,110.95,11.93,0.0,NORMAL,CRITICAL
FD004,25,429,109.95,11.73,0.0,NORMAL,CRITICAL
FD004,25,430,108.95,11.52,0.0,NORMAL,CRITICAL
FD004,25,431,107.95,11.32,0.0,NORMAL,CRITICAL
FD004,25,432,106.95,11.11,0.0,NORMAL,CRITICAL
FD004,25,433,105.95,10.91,0.0,NORMAL,CRITICAL
FD004,25,434,104.95,10.7,0.0,NORMAL,CRITICAL
FD004,25,435,103.95,10.49,0.0,NORMAL,CRITICAL
FD004,25,436,102.95,10.29,0.0,NORMAL,CRITICAL
FD004,25,437,101.95,10.08,0.0,NORMAL,CRITICAL
FD004,25,438,100.95,9.88,0.0,NORMAL,CRITICAL
FD004,25,439,99.95,9.67,0.0,NORMAL,CRITICAL
FD004,25,440,98.95,9.47,0.0,NORMAL,CRITICAL
FD004,25,441,97.95,9.26,0.0,NORMAL,CRITICAL
FD004,25,442,96.95,9.05,0.0,NORMAL,CRITICAL
FD004,25,443,95.95,8.85,0.0,NORMAL,CRITICAL
FD004,25,444,94.95,8.64,0.0,NORMAL,CRITICAL
FD004,25,445,93.95,8.44,0.0,NORMAL,CRITICAL
FD004,25,446,92.95,8.23,0.0,NORMAL,CRITICAL
FD004,25,447,91.95,8.02,0.0,NORMAL,CRITICAL
FD004,25,448,90.95,7.82,0.0,NORMAL,CRITICAL
FD004,25,449,89.95,7.61,0.0,NORMAL,CRITICAL
FD004,25,450,88.95,7.41,0.0,NORMAL,CRITICAL
FD004,25,451,87.95,7.2,0.0,NORMAL,CRITICAL
FD004,25,452,86.95,7.0,0.0,NORMAL,CRITICAL
FD004,25,453,85.95,6.79,0.0,NORMAL,CRITICAL
FD004,25,454,84.95,6.58,0.0,NORMAL,CRITICAL
FD004,25,455,83.95,6.38,0.0,NORMAL,CRITICAL
FD004,25,456,82.95,6.17,0.0,NORMAL,CRITICAL
FD004,25,457,81.95,5.97,0.0,NORMAL,CRITICAL
FD004,25,458,80.95,5.76,0.0,NORMAL,CRITICAL
FD004,25,459,79.95,5.56,0.0,NORMAL,CRITICAL
FD004,25,460,78.95,5.35,0.0,NORMAL,CRITICAL
FD004,25,461,77.95,5.14,0.0,NORMAL,CRITICAL
FD004,25,462,76.95,4.94,0.0,NORMAL,CRITICAL
FD004,25,463,75.95,4.73,0.0,NORMAL,CRITICAL
FD004,25,464,74.95,4.53,0.0,NORMAL,CRITICAL
FD004,25,465,73.95,4.32,0.0,NORMAL,CRITICAL
FD004,25,466,72.95,4.12,0.0,NORMAL,CRITICAL
FD004,25,467,71.95,3.91,0.0,NORMAL,CRITICAL
FD004,25,468,70.95,3.7,0.0,NORMAL,CRITICAL
FD004,25,469,69.95,3.5,0.0,NORMAL,CRITICAL
FD004,25,470,68.95,3.29,0.0,NORMAL,CRITICAL
FD004,25,471,67.95,3.09,0.0,NORMAL,CRITICAL
FD004,25,472,66.95,2.88,0.0,NORMAL,CRITICAL
FD004,25,473,65.95,2.67,0.0,NORMAL,CRITICAL
FD004,25,474,64.95,2.47,0.0,NORMAL,CRITICAL
FD004,25,475,63.95,2.26,0.0,NORMAL,CRITICAL
FD004,25,476,62.95,2.06,0.0,NORMAL,CRITICAL
FD004,25,477,61.95,1.85,0.0,NORMAL,CRITICAL
FD004,25,478,60.95,1.65,0.0,NORMAL,CRITICAL
FD004,25,479,59.95,1.44,0.0,NORMAL,CRITICAL
FD004,25,480,58.95,1.23,0.0,NORMAL,CRITICAL
FD004,25,481,57.95,1.03,0.0,NORMAL,CRITICAL
FD004,25,482,56.95,0.82,0.0,NORMAL,CRITICAL
FD004,25,483,55.95,0.62,0.0,NORMAL,CRITICAL
FD004,25,484,54.95,0.41,0.0,NORMAL,CRITICAL
FD004,25,485,53.95,0.21,0.0,NORMAL,CRITICAL
FD004,25,486,52.95,0.0,0.0,NORMAL,CRITICAL
FD004,26,1,201.56,74.24,98.61,NORMAL,NORMAL
FD004,26,2,200.56,73.0,99.09,NORMAL,NORMAL
FD004,26,3,199.56,76.64,80.09,NORMAL,NORMAL
FD004,26,4,198.56,89.19,25.47,NORMAL,NORMAL
FD004,26,5,197.56,87.89,26.22,NORMAL,NORMAL
FD004,26,6,196.56,82.99,41.38,NORMAL,NORMAL
FD004,26,7,195.56,76.05,64.67,NORMAL,NORMAL
FD004,26,8,194.56,82.74,33.47,NORMAL,NORMAL
FD004,26,9,193.56,67.75,89.02,NORMAL,NORMAL
FD004,26,10,192.56,70.67,72.89,NORMAL,NORMAL
FD004,26,11,191.56,80.81,27.85,NORMAL,NORMAL
FD004,26,12,190.56,73.18,53.94,NORMAL,NORMAL
FD004,26,13,189.56,61.78,95.09,WARNING,WARNING
FD004,26,14,188.56,83.85,2.37,NORMAL,NORMAL
FD004,26,15,187.56,82.86,1.9,NORMAL,NORMAL
FD004,26,16,186.56,81.88,1.38,NORMAL,NORMAL
FD004,26,17,185.56,75.07,24.17,NORMAL,NORMAL
FD004,26,18,184.56,79.81,0.77,NORMAL,NORMAL
FD004,26,19,183.56,67.95,43.74,NORMAL,NORMAL
FD004,26,20,182.56,53.78,95.99,WARNING,WARNING
FD004,26,21,181.56,64.69,47.89,NORMAL,NORMAL
FD004,26,22,180.56,63.21,49.39,NORMAL,NORMAL
FD004,26,23,179.56,52.35,88.4,WARNING,WARNING
FD004,26,24,178.56,66.5,27.33,NORMAL,NORMAL
FD004,26,25,177.56,68.15,16.28,NORMAL,NORMAL
FD004,26,26,176.56,57.54,54.28,NORMAL,WARNING
FD004,26,27,175.56,61.32,34.71,NORMAL,NORMAL
FD004,26,28,174.56,63.85,20.17,NORMAL,NORMAL
FD004,26,29,173.56,65.2,10.3,NORMAL,NORMAL
FD004,26,30,172.56,49.19,69.91,NORMAL,WARNING
FD004,26,31,171.56,56.32,36.95,NORMAL,WARNING
FD004,26,32,170.56,55.68,35.05,NORMAL,WARNING
FD004,26,33,169.56,54.68,34.63,NORMAL,WARNING
FD004,26,34,168.56,53.96,33.03,NORMAL,WARNING
FD004,26,35,167.56,59.44,6.68,NORMAL,WARNING
FD004,26,36,166.56,56.81,12.76,NORMAL,WARNING
FD004,26,37,165.56,48.22,42.69,NORMAL,WARNING
FD004,26,38,164.56,53.91,15.45,NORMAL,WARNING
FD004,26,39,163.56,52.5,16.65,NORMAL,WARNING
FD004,26,40,162.56,35.03,82.1,NORMAL,WARNING
FD004,26,41,161.56,38.67,63.11,NORMAL,WARNING
FD004,26,42,160.56,32.85,81.93,NORMAL,WARNING
FD004,26,43,159.56,31.6,82.47,NORMAL,WARNING
FD004,26,44,158.56,30.92,80.76,NORMAL,WARNING
FD004,26,45,157.56,27.09,91.63,WARNING,WARNING
FD004,26,46,156.56,33.92,59.86,NORMAL,WARNING
FD004,26,47,155.56,46.29,5.95,NORMAL,WARNING
FD004,26,48,154.56,44.97,6.8,NORMAL,WARNING
FD004,26,49,153.56,36.08,37.92,NORMAL,WARNING
FD004,26,50,152.56,43.57,3.51,NORMAL,WARNING
FD004,26,51,151.56,42.48,3.41,NORMAL,WARNING
FD004,26,52,150.56,40.27,7.79,NORMAL,WARNING
FD004,26,53,149.56,25.51,62.39,NORMAL,CRITICAL
FD004,26,54,148.56,29.59,41.66,NORMAL,CRITICAL
FD004,26,55,147.56,17.61,85.12,WARNING,WARNING
FD004,26,56,146.56,23.15,58.52,NORMAL,CRITICAL
FD004,26,57,145.56,14.26,89.64,WARNING,WARNING
FD004,26,58,144.56,30.49,20.27,NORMAL,WARNING
FD004,26,59,143.56,30.63,15.27,NORMAL,WARNING
FD004,26,60,142.56,30.78,10.2,NORMAL,WARNING
FD004,26,61,141.56,29.44,11.11,NORMAL,CRITICAL
FD004,26,62,140.56,22.05,36.23,NORMAL,CRITICAL
FD004,26,63,139.56,23.32,26.73,NORMAL,CRITICAL
FD004,26,64,138.56,20.12,35.09,NORMAL,CRITICAL
FD004,26,65,137.56,11.39,65.55,NORMAL,CRITICAL
FD004,26,66,136.56,4.44,88.89,WARNING,WARNING
FD004,26,67,135.56,3.54,88.06,WARNING,WARNING
FD004,26,68,134.56,3.22,84.91,NORMAL,CRITICAL
FD004,26,69,133.56,16.08,29.0,NORMAL,CRITICAL
FD004,26,70,132.56,3.31,75.66,NORMAL,CRITICAL
FD004,26,71,131.56,0.6,82.05,NORMAL,CRITICAL
FD004,26,72,130.56,0.0,97.46,CRITICAL,CRITICAL
FD004,26,73,129.56,0.0,97.0,CRITICAL,CRITICAL
FD004,26,74,128.56,0.0,90.1,WARNING,WARNING
FD004,26,75,127.56,0.0,97.42,CRITICAL,CRITICAL
FD004,26,76,126.56,0.0,77.48,NORMAL,CRITICAL
FD004,26,77,125.56,0.0,89.19,WARNING,WARNING
FD004,26,78,124.56,1.67,46.64,NORMAL,CRITICAL
