dataset,engine_id,actual_RUL,predicted_RUL,error,cycle,health_score,anomaly_score,anomaly_status,risk_level,priority_score,maintenance_priority,maintenance_recommendation,top_abnormal_sensors
FD004,20,82.0,75.26884,-6.731163024902344,245,50.58,77.7596,NORMAL,MEDIUM,53.47,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 75.3 cycles.,"sensor_13, sensor_16, sensor_17"
FD004,43,42.0,91.18413,49.18412780761719,223,53.96,97.4465,CRITICAL,CRITICAL,53.39,IMMEDIATE INSPECTION,Engine requires immediate inspection. Predicted RUL is 91.2 cycles.,"sensor_5, sensor_6, sensor_1"
FD004,105,100.0,62.35214,-37.64786148071289,170,47.98,61.3235,NORMAL,MEDIUM,53.35,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 62.4 cycles.,"sensor_12, sensor_7, sensor_4"
FD002,84,17.0,20.93285,3.932849884033203,259,39.56,8.832,NORMAL,HIGH,53.07,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 20.9 cycles.,"sensor_5, sensor_6, sensor_21"
FD004,27,76.0,64.69048,-11.30951690673828,163,48.8,63.1096,NORMAL,MEDIUM,52.9,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 64.7 cycles.,"sensor_13, sensor_14, sensor_16"
FD004,177,12.0,24.350197,12.350196838378906,242,40.51,12.3022,NORMAL,HIGH,52.75,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 24.4 cycles.,"sensor_5, sensor_6, sensor_1"
FD004,171,126.0,81.779465,-44.22053527832031,399,52.52,83.9491,NORMAL,MEDIUM,52.69,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 81.8 cycles.,"sensor_21, sensor_5, sensor_20"
FD001,45,114.0,69.58456,-44.41544342041016,158,50.07,68.4165,NORMAL,MEDIUM,52.57,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 69.6 cycles.,"sensor_20, sensor_4, sensor_8"
FD001,70,94.0,79.06128,-14.938720703125,137,52.11,80.0397,NORMAL,MEDIUM,52.49,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 79.1 cycles.,"sensor_4, sensor_14, sensor_9"
FD002,168,82.0,92.68995,10.689949035644531,217,55.25,96.0788,WARNING,HIGH,52.09,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 92.7 cycles.,"sensor_13, sensor_5, sensor_6"
FD004,110,59.0,76.1524,17.15239715576172,186,52.23,73.9588,NORMAL,MEDIUM,51.51,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 76.2 cycles.,"sensor_13, sensor_5, sensor_6"
FD003,3,27.0,28.0192,1.0191993713378906,222,42.32,13.4304,NORMAL,HIGH,51.36,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 28.0 cycles.,"sensor_2, sensor_7, sensor_13"
FD004,150,57.0,45.149216,-11.850784301757812,149,46.09,34.1573,NORMAL,HIGH,51.09,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 45.1 cycles.,"sensor_10, sensor_16, sensor_14"
FD001,28,97.0,84.85555,-12.144447326660156,165,54.43,83.5733,NORMAL,MEDIUM,51.0,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 84.9 cycles.,"sensor_12, sensor_14, sensor_2"
FD004,234,68.0,48.155445,-19.844554901123047,207,46.82,37.5729,NORMAL,HIGH,50.95,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 48.2 cycles.,"sensor_13, sensor_20, sensor_5"
FD004,111,18.0,22.124706,4.124706268310547,297,41.52,4.6156,NORMAL,HIGH,50.78,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 22.1 cycles.,"sensor_5, sensor_6, sensor_21"
FD001,74,126.0,84.64359,-41.356407165527344,166,54.57,82.6814,NORMAL,MEDIUM,50.75,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 84.6 cycles.,"sensor_17, sensor_7, sensor_21"
FD004,154,34.0,26.207287,-7.792713165283203,203,42.59,9.001,NORMAL,HIGH,50.5,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 26.2 cycles.,"sensor_1, sensor_5, sensor_16"
FD004,190,43.0,62.54625,19.54624938964844,381,50.36,53.7348,NORMAL,MEDIUM,50.22,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 62.5 cycles.,none
FD004,66,133.0,94.05907,-38.94093322753906,175,56.96,93.0399,WARNING,HIGH,50.19,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 94.1 cycles.,"sensor_14, sensor_2, sensor_21"
FD004,90,96.0,81.34396,-14.656036376953123,212,54.62,76.1074,NORMAL,MEDIUM,49.77,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 81.3 cycles.,"sensor_5, sensor_1, sensor_6"
FD004,114,14.0,23.579863,9.579862594604492,161,42.59,3.8988,NORMAL,HIGH,49.77,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 23.6 cycles.,"sensor_5, sensor_6, sensor_21"
FD002,8,90.0,60.98083,-29.01916885375977,151,50.43,50.466,NORMAL,MEDIUM,49.7,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 61.0 cycles.,"sensor_13, sensor_19, sensor_14"
FD004,121,41.0,31.142843,-9.85715675354004,194,44.26,13.0076,NORMAL,HIGH,49.63,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 31.1 cycles.,"sensor_5, sensor_6, sensor_20"
FD003,100,28.0,35.719105,7.719104766845703,152,45.24,18.6691,NORMAL,HIGH,49.61,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 35.7 cycles.,"sensor_4, sensor_12, sensor_7"
FD002,80,15.0,22.983965,7.983964920043945,221,42.73,2.2657,NORMAL,HIGH,49.41,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 23.0 cycles.,"sensor_5, sensor_6, sensor_21"
FD002,114,78.0,62.118988,-15.881011962890623,203,51.25,49.9637,NORMAL,MEDIUM,48.93,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 62.1 cycles.,"sensor_15, sensor_14, sensor_10"
FD001,13,95.0,99.03661,4.036613464355469,163,58.97,96.006,WARNING,HIGH,48.88,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 99.0 cycles.,"sensor_2, sensor_12, sensor_9"
FD004,143,53.0,48.176643,-4.823356628417969,184,48.54,31.8797,NORMAL,HIGH,48.66,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 48.2 cycles.,"sensor_5, sensor_19, sensor_13"
FD001,72,50.0,66.347435,16.347434997558594,213,52.5,54.0206,NORMAL,MEDIUM,48.43,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 66.3 cycles.,"sensor_13, sensor_15, sensor_21"
FD004,172,12.0,23.45349,11.453489303588867,273,43.57,0.3804,NORMAL,HIGH,48.43,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 23.5 cycles.,"sensor_5, sensor_6, sensor_20"
FD002,235,190.0,98.4925,-91.50749969482422,183,59.19,94.1982,WARNING,HIGH,48.43,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 98.5 cycles.,"sensor_10, sensor_12, sensor_7"
FD003,84,104.0,101.49479,-2.505210876464844,226,59.84,97.8762,CRITICAL,CRITICAL,48.4,IMMEDIATE INSPECTION,Engine requires immediate inspection. Predicted RUL is 101.5 cycles.,"sensor_12, sensor_7, sensor_13"
FD003,44,69.0,65.00693,-3.993072509765625,180,52.32,52.0024,NORMAL,MEDIUM,48.3,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 65.0 cycles.,"sensor_7, sensor_2, sensor_8"
FD002,85,47.0,56.72148,9.721481323242188,347,50.71,41.2433,NORMAL,MEDIUM,48.14,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 56.7 cycles.,"sensor_16, sensor_11, sensor_18"
FD003,85,56.0,101.63664,45.63664245605469,266,60.15,97.1238,CRITICAL,CRITICAL,48.03,IMMEDIATE INSPECTION,Engine requires immediate inspection. Predicted RUL is 101.6 cycles.,"sensor_13, sensor_2, sensor_7"
FD002,4,110.0,92.42937,-17.570632934570312,235,58.26,85.5243,WARNING,HIGH,48.0,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 92.4 cycles.,"sensor_5, sensor_1, sensor_6"
FD001,27,66.0,102.463165,36.463165283203125,156,60.46,97.7025,CRITICAL,CRITICAL,47.85,IMMEDIATE INSPECTION,Engine requires immediate inspection. Predicted RUL is 102.5 cycles.,"sensor_12, sensor_14, sensor_11"
FD004,123,23.0,29.092445,6.092445373535156,226,45.26,5.7176,NORMAL,HIGH,47.74,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 29.1 cycles.,"sensor_5, sensor_6, sensor_21"
FD001,60,100.0,98.61796,-1.3820419311523438,172,59.84,92.298,WARNING,HIGH,47.61,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 98.6 cycles.,"sensor_20, sensor_21, sensor_4"
FD004,80,114.0,90.87091,-23.12908935546875,305,58.41,82.003,NORMAL,MEDIUM,47.37,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 90.9 cycles.,"sensor_5, sensor_6, sensor_7"
FD004,208,91.0,85.734695,-5.2653045654296875,290,57.48,75.1163,NORMAL,MEDIUM,47.18,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 85.7 cycles.,"sensor_5, sensor_21, sensor_6"
FD002,142,47.0,43.96802,-3.0319786071777344,208,48.79,22.8743,NORMAL,HIGH,47.17,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 44.0 cycles.,"sensor_5, sensor_6, sensor_1"
FD002,162,41.0,62.801167,21.801166534423828,194,52.83,46.0183,NORMAL,MEDIUM,47.01,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 62.8 cycles.,"sensor_16, sensor_10, sensor_14"
FD003,60,128.0,105.270805,-22.72919464111328,190,61.71,98.9846,CRITICAL,CRITICAL,46.96,IMMEDIATE INSPECTION,Engine requires immediate inspection. Predicted RUL is 105.3 cycles.,"sensor_9, sensor_12, sensor_7"
FD003,96,113.0,94.26685,-18.73314666748047,491,59.57,84.7451,NORMAL,MEDIUM,46.76,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 94.3 cycles.,"sensor_17, sensor_7, sensor_12"
FD003,31,79.0,71.73805,-7.2619476318359375,183,55.0,56.1448,NORMAL,MEDIUM,46.59,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 71.7 cycles.,"sensor_20, sensor_11, sensor_13"
FD002,79,91.0,88.927826,-2.072174072265625,181,58.74,77.1164,NORMAL,MEDIUM,46.38,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 88.9 cycles.,"sensor_11, sensor_4, sensor_17"
FD002,107,61.0,53.73145,-7.268550872802734,145,51.54,32.6624,NORMAL,MEDIUM,46.2,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 53.7 cycles.,"sensor_16, sensor_2, sensor_1"
FD002,222,75.0,62.165764,-12.834236145019531,195,53.35,43.0551,NORMAL,MEDIUM,46.14,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 62.2 cycles.,"sensor_16, sensor_10, sensor_4"
FD002,20,54.0,85.34474,31.344741821289062,154,58.48,71.0058,NORMAL,MEDIUM,45.73,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 85.3 cycles.,"sensor_4, sensor_12, sensor_7"
FD002,38,55.0,68.608925,13.608924865722656,177,55.13,49.6326,NORMAL,MEDIUM,45.55,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 68.6 cycles.,"sensor_5, sensor_6, sensor_21"
FD002,73,78.0,72.498055,-5.501945495605469,239,55.94,54.4895,NORMAL,MEDIUM,45.55,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 72.5 cycles.,"sensor_5, sensor_20, sensor_6"
FD003,51,78.0,103.856415,25.856414794921875,190,62.59,93.2969,WARNING,HIGH,45.39,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 103.9 cycles.,"sensor_4, sensor_11, sensor_9"
FD002,195,80.0,60.23738,-19.762619018554688,190,53.66,38.2708,NORMAL,MEDIUM,45.19,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 60.2 cycles.,"sensor_5, sensor_1, sensor_6"
FD002,39,48.0,31.45266,-16.547340393066406,214,47.73,2.0685,NORMAL,HIGH,45.1,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 31.5 cycles.,"sensor_5, sensor_6, sensor_1"
FD002,62,39.0,31.735966,-7.264034271240234,184,47.98,1.7634,NORMAL,HIGH,44.84,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 31.7 cycles.,"sensor_5, sensor_6, sensor_20"
FD003,10,66.0,90.89686,24.89685821533203,481,60.45,75.2468,NORMAL,MEDIUM,44.65,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 90.9 cycles.,"sensor_7, sensor_11, sensor_20"
FD004,73,23.0,34.980392,11.980392456054688,181,49.04,4.5388,NORMAL,HIGH,44.33,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 35.0 cycles.,"sensor_5, sensor_6, sensor_20"
FD003,58,40.0,83.09878,43.098777770996094,178,59.23,64.1424,NORMAL,LOW,44.11,CONTINUE MONITORING,Continue normal monitoring. Predicted RUL is 83.1 cycles.,"sensor_11, sensor_3, sensor_13"
FD001,62,54.0,59.613983,5.613983154296875,180,54.39,34.6081,NORMAL,MEDIUM,44.04,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 59.6 cycles.,"sensor_9, sensor_3, sensor_15"
FD003,17,136.0,111.2616,-24.7384033203125,312,65.2,99.0129,CRITICAL,CRITICAL,43.97,IMMEDIATE INSPECTION,Engine requires immediate inspection. Predicted RUL is 111.3 cycles.,"sensor_4, sensor_14, sensor_9"
FD002,183,67.0,64.84358,-2.1564178466796875,207,55.57,40.8527,NORMAL,MEDIUM,43.92,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 64.8 cycles.,"sensor_5, sensor_6, sensor_20"
FD004,131,101.0,90.847824,-10.152175903320312,370,61.04,73.1816,NORMAL,MEDIUM,43.85,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 90.8 cycles.,"sensor_10, sensor_7, sensor_12"
FD002,253,43.0,61.15577,18.15576934814453,149,54.9,35.9158,NORMAL,MEDIUM,43.79,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 61.2 cycles.,"sensor_10, sensor_16, sensor_15"
FD002,78,52.0,59.4726,7.472599029541016,161,54.67,33.4028,NORMAL,MEDIUM,43.62,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 59.5 cycles.,"sensor_5, sensor_6, sensor_1"
FD002,212,57.0,102.319824,45.31982421875,149,63.64,86.8338,WARNING,HIGH,43.57,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 102.3 cycles.,"sensor_13, sensor_19, sensor_14"
FD004,35,36.0,35.791252,-0.2087478637695312,221,50.01,2.9078,NORMAL,HIGH,43.27,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 35.8 cycles.,"sensor_5, sensor_6, sensor_20"
FD004,23,26.0,51.82829,25.828289031982425,280,53.35,22.931,NORMAL,MEDIUM,43.26,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 51.8 cycles.,sensor_16
FD002,127,82.0,57.534386,-24.465614318847656,256,54.55,30.0378,NORMAL,MEDIUM,43.25,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 57.5 cycles.,none
FD002,257,56.0,57.24167,1.241668701171875,309,54.53,29.5448,NORMAL,MEDIUM,43.2,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 57.2 cycles.,"sensor_21, sensor_20, sensor_5"
FD002,42,27.0,37.459957,10.459957122802734,221,50.53,4.416,NORMAL,HIGH,43.04,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 37.5 cycles.,"sensor_5, sensor_6, sensor_1"
FD002,115,91.0,50.59492,-40.40507888793945,206,53.28,20.763,NORMAL,MEDIUM,43.01,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 50.6 cycles.,"sensor_5, sensor_6, sensor_1"
FD002,112,50.0,73.415245,23.415245056152344,378,58.07,49.1862,NORMAL,MEDIUM,42.97,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 73.4 cycles.,"sensor_12, sensor_6, sensor_7"
FD001,89,136.0,97.75345,-38.246551513671875,217,63.17,79.5211,NORMAL,MEDIUM,42.93,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 97.8 cycles.,"sensor_11, sensor_20, sensor_17"
FD004,223,58.0,46.56965,-11.43035125732422,247,52.52,15.4729,NORMAL,HIGH,42.9,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 46.6 cycles.,"sensor_10, sensor_16, sensor_4"
FD002,30,78.0,69.32182,-8.678176879882812,166,57.46,43.2653,NORMAL,MEDIUM,42.65,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 69.3 cycles.,"sensor_10, sensor_16, sensor_4"
FD003,66,87.0,76.90254,-10.097457885742188,165,59.12,52.4555,NORMAL,MEDIUM,42.53,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 76.9 cycles.,"sensor_14, sensor_8, sensor_15"
FD002,10,79.0,106.06033,27.060333251953125,184,65.2,88.893,WARNING,HIGH,42.53,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 106.1 cycles.,"sensor_10, sensor_12, sensor_7"
FD004,187,24.0,49.686142,25.68614196777344,273,53.7,17.6085,NORMAL,HIGH,42.2,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 49.7 cycles.,"sensor_16, sensor_10, sensor_14"
FD002,206,48.0,40.034184,-7.965816497802734,221,51.79,5.2122,NORMAL,HIGH,42.07,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 40.0 cycles.,"sensor_5, sensor_6, sensor_21"
FD001,5,91.0,107.20612,16.20612335205078,269,65.95,88.6142,WARNING,HIGH,41.84,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 107.2 cycles.,"sensor_7, sensor_3, sensor_21"
FD003,13,115.0,112.77529,-2.2247085571289062,185,67.19,95.3115,WARNING,HIGH,41.74,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 112.8 cycles.,"sensor_11, sensor_21, sensor_8"
FD004,140,146.0,89.173096,-56.826904296875,298,63.06,63.1831,NORMAL,LOW,40.69,CONTINUE MONITORING,Continue normal monitoring. Predicted RUL is 89.2 cycles.,"sensor_5, sensor_1, sensor_6"
FD002,152,59.0,103.79939,44.79939270019531,184,66.13,81.3985,NORMAL,MEDIUM,40.66,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 103.8 cycles.,"sensor_10, sensor_12, sensor_7"
FD003,14,31.0,39.72067,8.72066879272461,207,52.89,0.9385,NORMAL,HIGH,40.52,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 39.7 cycles.,"sensor_17, sensor_4, sensor_20"
FD004,231,33.0,40.1627,7.162700653076172,194,53.04,1.3061,NORMAL,HIGH,40.44,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 40.2 cycles.,"sensor_5, sensor_6, sensor_1"
FD001,26,119.0,117.86431,-1.1356887817382812,199,69.32,98.1193,CRITICAL,CRITICAL,40.32,IMMEDIATE INSPECTION,Engine requires immediate inspection. Predicted RUL is 117.9 cycles.,"sensor_12, sensor_20, sensor_4"
FD004,13,71.0,61.75432,-9.245681762695312,256,57.63,27.9645,NORMAL,MEDIUM,40.31,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 61.8 cycles.,none
FD001,29,90.0,112.064995,22.06499481201172,163,68.12,90.8245,WARNING,HIGH,40.3,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 112.1 cycles.,"sensor_20, sensor_15, sensor_9"
FD004,99,37.0,42.112606,5.112606048583984,167,53.7,2.8996,NORMAL,HIGH,40.1,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 42.1 cycles.,"sensor_1, sensor_16, sensor_5"
FD001,9,111.0,142.49026,31.490264892578125,201,70.0,99.9903,CRITICAL,CRITICAL,40.0,IMMEDIATE INSPECTION,Engine requires immediate inspection. Predicted RUL is 142.5 cycles.,"sensor_17, sensor_13, sensor_8"
FD001,48,92.0,123.131966,31.13196563720703,231,70.01,99.9661,CRITICAL,CRITICAL,39.99,IMMEDIATE INSPECTION,Engine requires immediate inspection. Predicted RUL is 123.1 cycles.,"sensor_13, sensor_8, sensor_14"
FD003,45,111.0,140.15526,29.155258178710938,205,70.1,99.6642,CRITICAL,CRITICAL,39.87,IMMEDIATE INSPECTION,Engine requires immediate inspection. Predicted RUL is 140.2 cycles.,"sensor_4, sensor_10, sensor_3"
FD002,68,56.0,49.22642,-6.773578643798828,185,55.42,10.9861,NORMAL,HIGH,39.78,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 49.2 cycles.,"sensor_5, sensor_1, sensor_6"
FD003,73,99.0,141.24765,42.247650146484375,215,70.17,99.4215,CRITICAL,CRITICAL,39.77,IMMEDIATE INSPECTION,Engine requires immediate inspection. Predicted RUL is 141.2 cycles.,"sensor_10, sensor_4, sensor_13"
FD003,97,123.0,166.6882,43.688201904296875,275,70.21,99.3042,CRITICAL,CRITICAL,39.72,IMMEDIATE INSPECTION,Engine requires immediate inspection. Predicted RUL is 166.7 cycles.,"sensor_21, sensor_9, sensor_3"
FD002,33,53.0,48.919277,-4.080722808837891,195,55.45,10.2718,NORMAL,HIGH,39.65,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 48.9 cycles.,"sensor_5, sensor_1, sensor_6"
FD003,27,88.0,218.67824,130.67823791503906,320,70.29,99.0453,CRITICAL,CRITICAL,39.62,IMMEDIATE INSPECTION,Engine requires immediate inspection. Predicted RUL is 218.7 cycles.,"sensor_12, sensor_21, sensor_8"
FD003,68,103.0,209.70752,106.70751953125,201,70.32,98.9239,CRITICAL,CRITICAL,39.57,IMMEDIATE INSPECTION,Engine requires immediate inspection. Predicted RUL is 209.7 cycles.,"sensor_13, sensor_8, sensor_14"
FD003,19,85.0,145.56555,60.5655517578125,229,70.36,98.8147,CRITICAL,CRITICAL,39.53,IMMEDIATE INSPECTION,Engine requires immediate inspection. Predicted RUL is 145.6 cycles.,"sensor_7, sensor_13, sensor_12"
FD001,99,117.0,133.24661,16.246612548828125,185,70.43,98.5798,CRITICAL,CRITICAL,39.43,IMMEDIATE INSPECTION,Engine requires immediate inspection. Predicted RUL is 133.2 cycles.,"sensor_9, sensor_7, sensor_4"
FD002,55,103.0,80.90076,-22.0992431640625,159,62.32,49.5619,NORMAL,LOW,39.37,CONTINUE MONITORING,Continue normal monitoring. Predicted RUL is 80.9 cycles.,"sensor_19, sensor_13, sensor_14"
FD002,232,101.0,51.88711,-49.11288833618164,242,56.31,13.181,NORMAL,MEDIUM,39.33,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 51.9 cycles.,"sensor_5, sensor_6, sensor_1"
FD003,88,144.0,178.941,34.94099426269531,322,70.52,98.2605,CRITICAL,CRITICAL,39.3,IMMEDIATE INSPECTION,Engine requires immediate inspection. Predicted RUL is 178.9 cycles.,"sensor_9, sensor_12, sensor_10"
FD001,55,137.0,134.53703,-2.4629669189453125,193,70.55,98.1727,CRITICAL,CRITICAL,39.27,IMMEDIATE INSPECTION,Engine requires immediate inspection. Predicted RUL is 134.5 cycles.,"sensor_2, sensor_9, sensor_14"
FD002,40,37.0,44.17047,7.17047119140625,193,54.81,3.1976,NORMAL,HIGH,39.19,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 44.2 cycles.,"sensor_5, sensor_6, sensor_21"
FD002,213,83.0,79.925835,-3.0741653442382812,196,62.27,47.8283,NORMAL,MEDIUM,39.17,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 79.9 cycles.,"sensor_5, sensor_1, sensor_6"
FD003,37,145.0,186.7534,41.75340270996094,324,70.83,97.229,CRITICAL,CRITICAL,38.89,IMMEDIATE INSPECTION,Engine requires immediate inspection. Predicted RUL is 186.8 cycles.,"sensor_7, sensor_10, sensor_12"
FD004,153,173.0,110.38895,-62.611053466796875,168,68.85,85.1573,WARNING,HIGH,38.87,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 110.4 cycles.,"sensor_19, sensor_13, sensor_14"
FD003,49,135.0,197.21661,62.21661376953125,256,70.92,96.9337,WARNING,HIGH,38.77,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 197.2 cycles.,"sensor_9, sensor_13, sensor_12"
FD002,156,83.0,116.396996,33.396995544433594,299,70.17,92.4124,WARNING,HIGH,38.77,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 116.4 cycles.,"sensor_16, sensor_20, sensor_21"
FD003,43,128.0,175.52426,47.524261474609375,321,71.08,96.3997,WARNING,HIGH,38.56,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 175.5 cycles.,"sensor_15, sensor_13, sensor_9"
FD002,198,32.0,67.43634,35.43634033203125,205,60.48,29.5244,NORMAL,MEDIUM,38.09,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 67.4 cycles.,"sensor_5, sensor_6, sensor_20"
FD003,90,51.0,55.790596,4.790596008300781,181,58.15,14.6319,NORMAL,MEDIUM,37.96,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 55.8 cycles.,"sensor_7, sensor_13, sensor_11"
FD004,108,153.0,175.77518,22.775177001953125,304,71.57,94.7803,WARNING,HIGH,37.91,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 175.8 cycles.,"sensor_5, sensor_6, sensor_12"
FD003,41,131.0,191.12698,60.126983642578125,295,71.69,94.3568,WARNING,HIGH,37.74,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 191.1 cycles.,"sensor_21, sensor_10, sensor_11"
FD004,120,137.0,84.38779,-52.612213134765625,177,64.28,49.8131,NORMAL,LOW,37.73,CONTINUE MONITORING,Continue normal monitoring. Predicted RUL is 84.4 cycles.,"sensor_5, sensor_6, sensor_21"
FD001,84,58.0,61.765675,3.765674591064453,267,59.59,21.458,NORMAL,MEDIUM,37.7,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 61.8 cycles.,"sensor_7, sensor_9, sensor_3"
FD003,16,56.0,137.33405,81.33404541015625,344,71.91,93.6327,WARNING,HIGH,37.45,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 137.3 cycles.,"sensor_11, sensor_14, sensor_12"
FD001,71,118.0,140.39165,22.391647338867188,208,71.98,93.3837,WARNING,HIGH,37.35,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 140.4 cycles.,"sensor_14, sensor_13, sensor_20"
FD004,214,89.0,83.78802,-5.211982727050781,128,64.63,47.4996,NORMAL,LOW,37.11,CONTINUE MONITORING,Continue normal monitoring. Predicted RUL is 83.8 cycles.,"sensor_10, sensor_12, sensor_7"
FD002,59,178.0,175.77368,-2.226318359375,194,72.28,92.4106,WARNING,HIGH,36.96,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 175.8 cycles.,"sensor_13, sensor_16, sensor_18"
